ISIN_code,company,parent_market,market_cap,total_liabilities,revenue,net_income_margin,mcap_margin,debt_ratio
AU000000GMG2,GOODMAN GROUP,Diversified REITs,12726.167133664028,3123.609672877509,1336.3149130924755,0.45544860100449047,0.5392990450284013,0.19707594062702066
AU000000GPT8,GPT GROUP,Retail REITs,6802.8396607045415,2936.5206894008297,541.1252929877547,1.7960662975427928,0.6835650816309926,0.3015106314830069
AU000000HSO1,HEALTHSCOPE,Healthcare Providers,2811.9990119481276,1720.9411628987123,1741.0465925773765,0.062096369286919216,0.11399298677390547,0.3796522999461072
AU000000HVN7,HARVEY NORMAN HOLDINGS,Food and broadline retailers,2826.5880302695505,1054.403185299027,2249.5737522110953,0.19022005974901868,0.08670088500894044,0.2716839917259523
AU000000IAG3,INSURANCE AUS.GROUP,Prop. & Casualty Ins.,13917.179340790119,12667.358702897498,12033.818343180381,0.06958610786461628,0.0754720210070212,0.4764934670702434
AU000000IPL1,INCITEC PIVOT,Specialty Chemicals,4539.103790305454,3094.661731490068,2672.6239514124727,0.10146754687075332,0.10227785485975185,0.4053912479567724
AU000000JHX1,JAMES HARDIE INDS.CDI.,Building Mat.& Fix.,7213.466674371541,2032.8847276018707,2096.581948199197,0.07521374148649236,0.19233753054242309,0.21985804337568224
AU000000LLC3,LENDLEASE GROUP,Real Estate Services,8299.849183656876,11148.975778539907,12511.475531697468,0.052149509399666345,0.04130811825072932,0.5732467539921038
AU000000MGR9,MIRVAC GROUP,Residential REITs,5998.13290918477,2864.9170041762895,1708.6021824365264,0.5138922667701172,0.19171812305389438,0.3232427925129276
AU000000MPL3,MEDIBANK PRIVATE,Life Insurance,6088.349831878455,1334.586750855072,5209.397705776346,0.08258444552480518,0.08098338025370151,0.17979228786077073
AU000000MQG1,MACQUARIE GROUP,Investment Services,30242.878319710115,126335.86398350773,10423.83596633918,0.2302214431648657,0.2061617351948453,0.8068519527309513
AU000000NAB4,NATIONAL AUS.BANK,Banks,55558.96682197602,565126.1011997871,24836.26450183303,0.20840901239723744,0.15798688404009187,0.9104876696984953
AU000000NCM7,NEWCREST MINING,Gold Mining,11981.069740225346,3951.3798020188306,3463.087317058301,0.09894412228599177,0.21011795517895437,0.24800830478338715
AU000000ORG5,ORIGIN ENERGY (EX BORAL),Multiutilities,12024.092657342348,10526.90395382942,10248.610106753937,-0.18652777354952846,0.07294550669685484,0.4668043783313058
AU000000ORI1,ORICA,Specialty Chemicals,4939.342247973106,2679.283006016768,3871.5289153633266,0.08604668584529718,0.07788577453105339,0.3516753898104684
AU000000QBE9,QBE INSURANCE GROUP,Reinsurance,9564.717072124236,25640.057726232404,16026.257909179672,-0.11575159776576197,0.04087683830479022,0.7283119370338732
AU000000REA9,REA GROUP,Real Estate Services,8566.583436752313,586.3992270927392,504.0985603137328,0.4207915322195365,1.2664697919647545,0.06406646320975334
AU000000RHC8,RAMSAY HEALTH CARE,Healthcare Providers,7924.274979111146,4439.600810580871,6539.369822849615,0.070150802890411465,0.08453775410912844,0.35907840600293356
AU000000RIO1,RIO TINTO,Other Mining,23899.465449393356,40381.42162669451,39859.0319622692,0.24804853625234982,0.03518326390299472,0.6282026192155051
AU000000S320,SOUTH32,Other Mining,13359.829884474444,4203.25675551633,6922.191538376228,0.18579815289666116,0.11008111503758218,0.23932335139460073
AU000000SCG8,SCENTRE GROUP,Retail REITs,17231.990337879204,11168.044310876126,1891.258650078233,1.7079282015228003,0.4954182303963512,0.3932405170979459
AU000000SEK6,SEEK,Bus.Train & Employmnt,5455.5291317899455,1233.4995408188079,790.9891577826469,0.37925961169055533,0.44031874054182735,0.18440637664926277
AU000000SGP0,STOCKLAND,Residential REITs,7287.694424636445,5778.846256011336,2060.8368950542185,0.43740592322563665,0.19312325552804196,0.4422629062464945
AU000000SHL7,SONIC HEALTHCARE,Healthcare Providers,8145.411206486539,3001.991112157895,3846.9038273912606,0.10087494071358738,0.1390628964397584,0.2692996113665832
AU000000STO6,SANTOS,Exploration and production,9375.578772181336,5042.400444175882,3093.7296009234915,-0.12638412707380048,0.17973597002523245,0.3497300397308987
AU000000SUN6,SUNCORP GROUP,Specialty Finance,14070.863388825725,59987.88240054739,13064.236790707491,0.08205993467891268,0.07776273453305546,0.8100040280341232
AU000000SYD9,SYDNEY AIRPORT,Transport Services,11514.025328190535,8951.773664716478,1135.9342568833597,0.25448521498629917,0.5947472219599654,0.4374016214963785
AU000000TAH8,TABCORP HOLDINGS,Gambling,6945.136441419465,1728.8290240797446,1677.8849554043331,-0.010602204515674044,0.25630379652512236,0.19931241725093102
AU000000TCL6,TRANSURBAN GROUP,Transport Services,19350.589954198796,12601.498586899364,2051.8249940723144,0.09440335112106316,0.5533658233415508,0.3943873205875344
AU000000TLS2,TELSTRA,Fixed Line Telecom.,23706.684790513835,21082.142914451033,19536.647915105506,0.19169429419989018,0.08455642971522952,0.47070093134217184
AU000000TPM6,TPG TELECOM,Fixed Line Telecom.,3712.2295639670933,1157.6836437272366,1946.9417018862412,0.21147916063932667,0.13196776802653,0.2377216172760796
AU000000TWE9,TREASURY WINE ESTATES,Distillers & Vintners,9141.948862001824,1120.2349065635146,1903.27060153912,0.13075494813523775,0.32159682307401216,0.10916145450395928
AU000000VCX7,VICINITY CENTRES,Retail REITs,7464.642571686614,3696.4391546738325,984.9809989214751,1.2074729342718573,0.4120677565980098,0.3311900445942901
AU000000WBC1,WESTPAC BANKING,Banks,73845.0577943716,604551.0638479429,28592.397219660143,0.27496972696664984,0.17999166266522743,0.8911475826017375
AU000000WES1,WESFARMERS,Home Improvement Ret.,40672.92000404401,11642.697532399246,51403.77255923444,0.05806601353102457,0.05951406337185484,0.22254726371697514
AU000000WOW2,WOOLWORTHS GROUP,Food and broadline retailers,29795.63189092759,9700.895277302881,41263.937781433524,0.035990247816571605,0.051295697663994166,0.24561387982247507
AU000000WPL2,WOODSIDE PETROLEUM,Exploration and production,24305.67659241408,8242.990198224437,3891.3092742981853,0.353612129029985,0.45833310436754726,0.25325123917503267
BE0003470755,SOLVAY,Specialty Chemicals,12881.554865718377,15061.97960847217,12804.622761855908,0.11014537296857284,0.06184543827005586,0.5390148344470829
BE0003565737,KBC GROUP,Banks,31366.878955432298,321433.53019113874,14334.216710359826,0.22659559992238104,0.13028488784706244,0.9110917160461657
BE0003739530,UCB,Pharmaceuticals,15554.018240016441,4074.999701896095,5325.951233490811,0.22378199270283286,0.21377700676856817,0.20760079357791097
BE0003797140,GBL NEW,Specialty Finance,16853.7137379934,7093.509695134576,6318.013291506282,0.146761298074875,0.16216612313605064,0.2962142861757241
BE0003810273,PROXIMUS,Fixed Line Telecom.,8000.97013381699,6451.103324618767,6747.38082937946,0.12279817555005068,0.08704674790429714,0.44637908485396066
BE0003826436,TELENET GROUP HOLDING,Broadcast & Entertain,5982.584344691872,7417.012853817781,2972.290220764469,0.07276756768619927,0.1794135548220178,0.553525060786359
BE0974256852,COLRUYT,Food and broadline retailers,8488.282510902367,2271.465112723201,9941.471126809382,0.060220912314901016,0.0694992593188413,0.2111076571847896
BE0974264930,AGEAS (EX-FORTIS),Life Insurance,9924.517512565393,111743.17001277092,14277.430180454621,0.07448302501154808,0.05485643800137753,0.918429307613012
BE0974293251,ANHEUSER-BUSCH INBEV,Brewers,171917.84374165608,161485.0428725148,58256.18844575566,0.1871193589090067,0.21199609068849792,0.4843540633749603
BE0974320526,UMICORE,Specialty Chemicals,14280.367566693836,3689.765413138341,14046.479166525274,0.0239565793271854,0.07465077356109773,0.20532766325543347
BMG0171K1018,ALIBABA HLTH.INFO.TECH.,Computer Services,9581.34267823818,79.1508096018241,361.43950196263836,-0.04876915123799951,1.6050545586974805,0.00819324703250967
BMG0171W1055,ALIBABA PICTURES GROUP,Broadcast & Entertain,2925.2450427572394,NA,133.26529715809238,-1.348467604350136,1.5187798733504148,NA
BMG0450A1053,ARCH CAP.GP.,Prop. & Casualty Ins.,11199.029819184834,21312.075634484117,5384.799808535944,0.11522530535674311,0.12187009027603954,0.655532173916867
BMG0684D1074,ATHENE HOLDING A,Asset Managers,7215.297645127317,90431.35188914709,8438.131536511544,0.2199247629951042,0.06115219784774185,0.9261080878909755
BMG0692U1099,AXIS CAPITAL HDG.,Prop. & Casualty Ins.,4698.838853993838,15832.546098862316,4509.953169267508,-0.08228071216878434,0.05737951203234696,0.7711387290831457
BMG0750C1082,AXALTA COATING SYSTEMS,Specialty Chemicals,7211.919650952221,5116.926828708439,4285.646523011259,0.03790030243698201,0.10504451382584439,0.4150369490892774
BMG0957L1090,BEIJING ENTERPRISES WATER GROUP,Water,5166.539282288742,9239.870548800962,2654.37788722323,0.18084749011008064,0.10911827564018921,0.641372184821571
BMG1368B1028,BRILLIANCE CHINA AUTOMOTIVE HOLDINGS,Automobiles,7540.143189321844,1661.0762522148118,768.9920513659297,0.8793505374748676,0.568303909661584,0.18052783794246763
BMG169621056,BUNGE,Food Products,9501.533894118771,10768.45795295358,44838.221812834716,0.00548250525332619,0.01819379602619559,0.5312512227038166
BMG2109G1033,CHINA GAS HOLDINGS,O&G T&D,21104.845972693907,4496.355029237446,4030.8145589571122,0.1339848361491004,0.2942259524277106,0.1756306287700425
BMG2113B1081,CHINA RESOURCES GAS GROUP,Gas Distribution,9488.589812091308,4929.214140220301,4989.720380233096,0.09575344916945831,0.10794257131571583,0.34188383726982213
BMG2178K1009,CHEUNG KONG INFR.HDG.,Power generation,20121.28177306848,7053.666009057149,753.5130050140253,1.7047877075008935,1.4519523340728189,0.2595650253170573
BMG2442N1048,COSCO SHIPPING PORTS,Transport - Shipping,2593.3301890136736,2936.2318464206405,619.6778549255259,0.8439246122382704,0.23785020720298566,0.5310062221211733
BMG2519Y1084,CREDICORP,Banks,17871.65514790508,44639.58988056668,5335.292121731507,0.25336490268753337,0.19914199064772825,0.7141049560000741
BMG2624N1535,DAIRY FARM INTL.HDG.,Food and broadline retailers,12290.49400666401,3606.254543228779,11021.335576029905,0.03670918108956202,0.062272659268671614,0.22685485223033866
BMG3223R1088,EVEREST RE GP.,Reinsurance,9343.14023681296,14953.772174192054,6467.7162020590085,0.08199063795404402,0.09005613385857514,0.6154597720580707
BMG3978C1249,GOME RETAIL HOLDINGS,Specialty Retailers,2285.9033452176777,6863.680762748606,10761.83610524165,-0.007933644856894372,0.014577463134305496,0.7501631420353405
BMG423131256,HAIER ELECTRONICS GP.,Dur. Household Prod.,8340.590730794755,2909.6749374319193,11422.891940990217,0.04371165247748772,0.04071960866507981,0.2586316646414411
BMG4404N1065,HENGTEN NETWORKS GROUP,Recreational products and services,2652.7143474830896,48.71752990608823,37.94417630940263,0.4024182126976785,4.161532857444267,0.018033965732710502
BMG4587L1090,HONG KONG LAND HDG.,"Real Estate Hold, Dev",16816.976827428312,5996.494826792035,1913.384022360729,2.8499843923507164,0.47789584136081137,0.2628488516644823
BMG475671050,IHS MARKIT,Specialty Finance,20331.716123245675,6387.640115791832,3524.569748431261,0.12948610723859005,0.3506816040405499,0.2390641473037948
BMG491BT1088,INVESCO,Asset Managers,10473.005853726108,22001.02293170276,5052.598070069681,0.2707532686020026,0.15800536702693632,0.6774959484415632
BMG507361001,JARDINE MATHESON HDG.,Divers. Industrials,46480.8179890899,24112.80585368988,38521.515658204895,0.09804746869346995,0.06705658318532082,0.3415720080809551
BMG507641022,JARDINE STRATEGIC HDG.,Divers. Industrials,41024.290145978615,22165.383399589162,30808.620867639966,0.13331614563851646,0.07394847724314486,0.35077540610500396
BMG524401079,KERRY PROPERTIES,"Real Estate Hold, Dev",6742.584077650825,8215.499200411645,4452.457750149906,0.26850037412481004,0.08503625005971413,0.5492347547269307
BMG5320C1082,KUNLUN ENERGY,Exploration and production,6938.400035644203,11119.98769287386,12859.144566970677,0.05640747801554634,0.030840203044013036,0.6157796509880566
BMG5485F1692,LI & FUNG,"Clothing, footwear and accessories",2578.1536934444084,4644.003727680217,13213.66162869624,0.016391762818322983,0.010806729975737,0.6430216702417237
BMG570071099,LUYE PHARMA GROUP,Pharmaceuticals,3542.125526854288,556.9303892122116,569.9146155182779,0.28438039333566556,0.37358122200331506,0.13586796584776728
BMG5876H1051,MARVELL TECH.GROUP,Semiconductors,14130.629407506236,534.8402655645859,2358.8876019746476,0.23115134217586894,0.3482641475915515,0.03646935812404807
BMG653181005,NINE DRAGONS PAPER HDG.,Paper,5317.922377770296,5424.8461742638765,5654.947304441345,0.11601789971843822,0.05298751919675311,0.5049765475247688
BMG667211046,NORWEGIAN CRUISE LINE HDG.,Recreational products and services,10551.189284126485,8170.930239004071,5283.550063127777,0.146925094254011,0.1144469503942248,0.4364319023233004
BMG668971101,NWS HOLDINGS,Heavy Construction,6698.278501876033,3312.264283219688,3936.476483369811,0.1840429947719885,0.09494260960514336,0.33087759118828003
BMG7496G1033,RENAISSANCERE HDG.,Reinsurance,4810.625982970808,9283.884344209326,2041.5039979564674,-0.12514449579419545,0.1613944716845125,0.6586879663570928
BMG8063F1068,SHANGRI-LA ASIA,Hotels,6253.009913161252,6483.290223899313,2137.9589498934934,0.08074952294226533,0.17798263764083155,0.5090403142301893
BMG8086V1467,SHENZHEN INTERNATIONAL HOLDINGS,Transport Services,3940.973621702046,4427.6329199135735,1215.7577279339635,0.4107436820927035,0.18291409240299278,0.5290764833901233
BMG8162K1137,SIHUAN PHARM.HDG.GP.,Pharmaceuticals,1902.231745939185,320.0027734148119,412.85355243632375,0.5441771463208693,0.2583553577914867,0.14400045118002966
BMG8181C1001,SKYWORTH DIGITAL HDG.,Consumer Electronics,1237.1879188065127,3248.2733239984404,5771.271716029151,0.01204397731923801,0.01200417691846711,0.7241782167238512
BMG982941046,XL GROUP,Prop. & Casualty Ins.,14255.762061296697,50464.030245783084,11306.15629532892,-0.0468818293921295,0.08070141221307588,0.7797310288998371
BMG988031446,YUE YUEN INDL.HDG.,"Clothing, footwear and accessories",4538.721930094356,3484.5948591018155,8905.39233599931,0.05785520937152469,0.02816547154628248,0.43430852235499545
BRABEVACNOR1,AMBEV ON,Brewers,72747.80695600118,10800.450005613593,14138.744426556439,0.16092359840060386,0.29412008886486046,0.12927199678834386
BRB3SAACNOR6,B3 BRASIL BOLSA BALCAO ON,Investment Services,12045.58453332592,3916.9536352952578,1084.3596292952639,0.3911261151777004,0.669521423786033,0.24538413590108887
BRBBASACNOR3,BANCO DO BRASIL ON,Banks,22068.48490233001,375015.26987997355,52277.98961871894,0.06807539000577503,0.025133347808882524,0.9444236017299957
BRBBDCACNOR1,BANCO BRADESCO ON,Banks,21564.204224069446,324768.2693956034,71706.9402256212,0.06606894882619037,0.017904778236608264,0.937735540653487
BRBBDCACNPR8,BANCO BRADESCO PN,Banks,24291.694633915427,324768.2693956034,71706.9402256212,0.06606894882619037,0.020169415986433483,0.9304082474727432
BRBBSEACNOR5,BB SEGURIDADE ON,Full Line Insurance,12683.907936969223,1280.6612351468598,1639.7792228517737,0.7614962904457281,0.43939233901740193,0.09170789441209795
BRBRFSACNOR8,BRF BRASIL FOODS ON,Food Products,4771.372711527462,9488.844385565373,9879.368906939948,-0.03723730713799609,0.029077255923112534,0.6654067270476423
BRBRKMACNPA4,BRASKEM PN SERIES 'A',Other Chemicals,4597.410907153825,13721.42310965027,14540.57298930825,0.09100444146067985,0.01887570910748224,0.7490336501255176
BRBRMLACNOR9,BR MALLS PARTICIPACOES ON,"Real Estate Hold, Dev",2304.3892959497894,2221.728309792106,373.4690777409606,-0.6713315791038312,0.35787523505539787,0.490868444729229
BRCCROACNOR2,CMPH.COCS. RODOVIARIAS ON,Transport Services,5349.773435890826,6285.015673623713,3117.3589149604645,0.18633528792642956,0.10215862618507397,0.5401916282680224
BRCIELACNOR3,CIELO ON,Consumer Finance,11302.807675016216,21245.33430261423,3424.149325071297,0.38080105580039086,0.19547166953897227,0.6527357020015346
BRCMIGACNPR3,CIA ENERGETICA DE MINAS GERAIS PN,Power generation,1894.4868375551277,7685.873774550409,6408.782442812938,0.04933338105766889,0.0171998328425903,0.8022530764487826
BRCRFBACNOR2,ATACADAO DISTRIBUICAO,Food and broadline retailers,7274.309734673099,6017.469722797507,14841.477856524445,0.03573495342863901,0.029946246252126364,0.4527211531045533
BRCSANACNOR6,COSAN INDUSTRIA E COMERCIO ON,Food Products,3936.2444298569135,5244.462264442574,2264.2332678022594,0.183648764549556,0.1012378195389168,0.5712482098680902
BRCSNAACNOR6,COMPANHIA SIDERURGICA NACIONAL ON,Iron & Steel,2819.4012252709435,10879.801536608427,5468.027710237797,6.107908210677545e-4,0.030878475313245085,0.7941923136493415
BREGIEACNOR9,ENGIE BRASIL ENERGIA ON,Power generation,5855.140947059898,3758.715659460126,2069.1751554585967,0.30658149550089037,0.1650511174034535,0.3909685585398685
BRELETACNOR6,CENTRAIS ELETR BRAS- ELETROBRAS ON,Power generation,4026.108866201893,38140.36041980465,11180.1150100618,-0.05301673927193934,0.0222922239646556,0.9045187103787699
BRELETACNPB7,CTI.ELETR BRAS- ELETROBRAS SR.B PN,Power generation,1127.868194270482,38140.36041980465,11180.1150100618,-0.05301673927193934,0.006244910712761752,0.9712778438427903
BREMBRACNOR4,EMBRAER ON,Aerospace,4042.313446954882,7568.613315881039,5523.652014321019,0.051933414441855175,0.04859428888063044,0.6518526445370875
BRENBRACNOR2,ENERGIAS DO BRASIL ON BRAZIL,Power generation,2135.2154311460686,3177.181723108269,3652.3303837770686,0.05301737247254774,0.034081377135458175,0.598069314257478
BREQTLACNOR0,EQUATORIAL ENERGIA ON,Power generation,2922.6601428667327,3462.9962580848846,2677.67038097144,0.12515853446680555,0.06756711210962366,0.5423085804567898
BRFIBRACNOR9,FIBRIA CELULOSE ON,Paper,10154.054664584934,6874.915285984848,3465.122925722075,0.09844658262619355,0.16967206805622667,0.4037187983736395
BRGGBRACNPR8,GERDAU PN,Iron & Steel,4564.335938100291,6893.38459152827,10897.216320491974,-0.010469843278106093,0.024495857842755278,0.6016366496025664
BRHYPEACNOR0,HYPERMARCAS ON,Food Products,4362.468964454133,697.3090567129306,1073.987718484604,0.2752818419198775,0.22925238470165354,0.13781415979037212
BRIRBRACNOR4,IRB BRASIL RESSEGUROS ON,Full Line Insurance,4076.1031799932925,2110.901706115359,2046.5788222490805,0.14533716026066842,0.11796725682830708,0.34118313222199853
BRITSAACNPR7,ITAUSA INVESTIMENTOS ITAU PN,Specialty Finance,13887.962138997416,2315.36532919698,1540.8216178389384,1.609770434132783,0.4900875043072618,0.14289443534001417
BRITUBACNPR1,ITAU UNIBANCO HOLDING PN,Banks,35370.58535591647,368194.98801978055,55722.25220649887,0.13864840292885544,0.03779290597307129,0.9123548000884891
BRJBSSACNOR8,JBS ON,Food Products,6589.967279948799,24240.02405171018,48163.954991089944,6.666469115639567e-4,0.008237594232793617,0.786248163061219
BRKROTACNOR9,KROTON EDUCACIONAL ON,Spec.Consumer Service,4642.431246913492,817.8838661888778,1640.5165067978162,0.34120816426824624,0.15501655240251272,0.14978693523132283
BRLAMEACNPR6,LOJAS AMERICANAS PN REP1 PN,Food and broadline retailers,4587.2769246285425,6026.94475167646,5031.2011695745105,0.015665555196667246,0.05570716107033885,0.5678178707281857
BRLRENACNOR1,LOJAS RENNER ON,Apparel Retailers,5448.68502185258,1217.6033856209356,2197.384231770258,0.10655142139024977,0.1459628128875791,0.18265087124881837
BRMDIAACNOR7,M DIAS BRANCO INDUSTRIA ON,Food Products,3276.4781066673604,324.06126206865736,1598.5060088045968,0.1587425288809169,0.11349297440650824,0.09000353249363864
BRMGLUACNOR2,MAGAZINE LUIZA ON,Specialty Retailers,5964.803366657171,1512.023483149698,3537.469769665136,0.04097194763227442,0.11572144731019762,0.20222796562270992
BRMULTACNOR5,MULTIPLAN EMPE. IMOBS.ON,"Real Estate Hold, Dev",2709.3177803127173,1011.3655812508296,341.336030541467,0.33821792999110256,0.4569443584889023,0.27182253445663335
BRNATUACNOR6,NATURA COSMETICOS ON,Personal Products,3287.3464357524467,3830.9675279147855,2908.2884911270107,0.07426551406588836,0.06709651828959802,0.5381846807359896
BRODPVACNOR4,ODONTOPREV ON,Healthcare Providers,1854.9887839251815,125.5575956663984,424.25256930196167,0.380707874562943,0.25866728782698234,0.06339543317955038
BRPCARACNPR0,CMPBRA.DE DISTB. PN,Food and broadline retailers,3219.561352638883,10188.01966166895,13174.910650299798,0.015583499470093442,0.014930583403495344,0.759870080277483
